SA2_CODE,Parents_Born_Overseas,Parents_POB_Parent_Code,obsValue
127021518,Not stated - birthplace for either or both parents not stated,TOT,430
127021519,Total,NA,18044
127021519,Both parents born overseas,TOT,12676
127021519,Father only born overseas,TOT,905
127021519,Mother only born overseas,TOT,594
127021519,Both parents born in Australia,TOT,2872
127021519,Not stated - birthplace for either or both parents not stated,TOT,999
127021520,Total,NA,10864
127021520,Both parents born overseas,TOT,9e3
127021520,Father only born overseas,TOT,304
127021520,Mother only born overseas,TOT,236
127021520,Both parents born in Australia,TOT,858
127021520,Not stated - birthplace for either or both parents not stated,TOT,472
127021521,Total,NA,35
127021521,Both parents born overseas,TOT,27
127021521,Father only born overseas,TOT,0
127021521,Mother only born overseas,TOT,0
127021521,Both parents born in Australia,TOT,5
127021521,Not stated - birthplace for either or both parents not stated,TOT,4
127031522,Total,NA,15662
127031522,Both parents born overseas,TOT,10049
127031522,Father only born overseas,TOT,980
127031522,Mother only born overseas,TOT,565
127031522,Both parents born in Australia,TOT,3021
127031522,Not stated - birthplace for either or both parents not stated,TOT,1045
127031523,Total,NA,18746
127031523,Both parents born overseas,TOT,9555
127031523,Father only born overseas,TOT,1248
127031523,Mother only born overseas,TOT,844
127031523,Both parents born in Australia,TOT,6242
127031523,Not stated - birthplace for either or both parents not stated,TOT,852
127031524,Total,NA,20706
127031524,Both parents born overseas,TOT,8885
127031524,Father only born overseas,TOT,1395
127031524,Mother only born overseas,TOT,1020
127031524,Both parents born in Australia,TOT,8461
127031524,Not stated - birthplace for either or both parents not stated,TOT,954
127031598,Total,NA,27172
127031598,Both parents born overseas,TOT,19740
127031598,Father only born overseas,TOT,729
127031598,Mother only born overseas,TOT,598
127031598,Both parents born in Australia,TOT,2550
127031598,Not stated - birthplace for either or both parents not stated,TOT,3551
127031599,Total,NA,11681
127031599,Both parents born overseas,TOT,7034
127031599,Father only born overseas,TOT,693
127031599,Mother only born overseas,TOT,401
127031599,Both parents born in Australia,TOT,2483
127031599,Not stated - birthplace for either or both parents not stated,TOT,1076
127031600,Total,NA,17585
127031600,Both parents born overseas,TOT,12076
127031600,Father only born overseas,TOT,971
127031600,Mother only born overseas,TOT,742
127031600,Both parents born in Australia,TOT,2946
127031600,Not stated - birthplace for either or both parents not stated,TOT,848
127031601,Total,NA,5799
127031601,Both parents born overseas,TOT,3853
127031601,Father only born overseas,TOT,158
127031601,Mother only born overseas,TOT,158
127031601,Both parents born in Australia,TOT,756
127031601,Not stated - birthplace for either or both parents not stated,TOT,871
128011529,Total,NA,17473
128011529,Both parents born overseas,TOT,3963
128011529,Father only born overseas,TOT,1402
128011529,Mother only born overseas,TOT,984
128011529,Both parents born in Australia,TOT,10512
128011529,Not stated - birthplace for either or both parents not stated,TOT,612
128011530,Total,NA,18234
128011530,Both parents born overseas,TOT,5909
128011530,Father only born overseas,TOT,1415
128011530,Mother only born overseas,TOT,1006
128011530,Both parents born in Australia,TOT,8818
128011530,Not stated - birthplace for either or both parents not stated,TOT,1087
128011531,Total,NA,15939
128011531,Both parents born overseas,TOT,6116
128011531,Father only born overseas,TOT,1208
128011531,Mother only born overseas,TOT,790
128011531,Both parents born in Australia,TOT,6848
128011531,Not stated - birthplace for either or both parents not stated,TOT,971
128011602,Total,NA,11766
128011602,Both parents born overseas,TOT,3200
128011602,Father only born overseas,TOT,888
128011602,Mother only born overseas,TOT,658
128011602,Both parents born in Australia,TOT,6319
128011602,Not stated - birthplace for either or both parents not stated,TOT,704
128011603,Total,NA,12061
128011603,Both parents born overseas,TOT,2400
128011603,Father only born overseas,TOT,974
128011603,Mother only born overseas,TOT,735
128011603,Both parents born in Australia,TOT,7484
128011603,Not stated - birthplace for either or both parents not stated,TOT,464
128011604,Total,NA,23491
128011604,Both parents born overseas,TOT,5120
128011604,Father only born overseas,TOT,1775
128011604,Mother only born overseas,TOT,1340
128011604,Both parents born in Australia,TOT,13427
128011604,Not stated - birthplace for either or both parents not stated,TOT,1821
128011605,Total,NA,3148
128011605,Both parents born overseas,TOT,617
128011605,Father only born overseas,TOT,249
128011605,Mother only born overseas,TOT,220
128011605,Both parents born in Australia,TOT,1965
128011605,Not stated - birthplace for either or both parents not stated,TOT,99
128011606,Total,NA,7730
128011606,Both parents born overseas,TOT,1594
128011606,Father only born overseas,TOT,601
128011606,Mother only born overseas,TOT,467
128011606,Both parents born in Australia,TOT,4756
128011606,Not stated - birthplace for either or both parents not stated,TOT,318
128021533,Total,NA,6505
128021533,Both parents born overseas,TOT,1005
128021533,Father only born overseas,TOT,501
128021533,Mother only born overseas,TOT,316
128021533,Both parents born in Australia,TOT,4397
128021533,Not stated - birthplace for either or both parents not stated,TOT,290
128021534,Total,NA,10363
128021534,Both parents born overseas,TOT,3840
128021534,Father only born overseas,TOT,826
128021534,Mother only born overseas,TOT,598
128021534,Both parents born in Australia,TOT,4837
128021534,Not stated - birthplace for either or both parents not stated,TOT,261
128021535,Total,NA,21129
128021535,Both parents born overseas,TOT,5625
128021535,Father only born overseas,TOT,1719
128021535,Mother only born overseas,TOT,1171
128021535,Both parents born in Australia,TOT,11871
128021535,Not stated - birthplace for either or both parents not stated,TOT,751
128021536,Total,NA,21254
128021536,Both parents born overseas,TOT,5476
128021536,Father only born overseas,TOT,1875
128021536,Mother only born overseas,TOT,1280
128021536,Both parents born in Australia,TOT,11825
128021536,Not stated - birthplace for either or both parents not stated,TOT,800
128021537,Total,NA,27
128021537,Both parents born overseas,TOT,4
128021537,Father only born overseas,TOT,5
128021537,Mother only born overseas,TOT,3
128021537,Both parents born in Australia,TOT,10
128021537,Not stated - birthplace for either or both parents not stated,TOT,8
128021538,Total,NA,20868
128021538,Both parents born overseas,TOT,5982
128021538,Father only born overseas,TOT,1649
128021538,Mother only born overseas,TOT,1227
128021538,Both parents born in Australia,TOT,10793
128021538,Not stated - birthplace for either or both parents not stated,TOT,1221
128021607,Total,NA,16993
128021607,Both parents born overseas,TOT,2989
128021607,Father only born overseas,TOT,1378
128021607,Mother only born overseas,TOT,959
128021607,Both parents born in Australia,TOT,11149
128021607,Not stated - birthplace for either or both parents not stated,TOT,523
128021608,Total,NA,7246
128021608,Both parents born overseas,TOT,1184
128021608,Father only born overseas,TOT,635
128021608,Mother only born overseas,TOT,375
128021608,Both parents born in Australia,TOT,4834
128021608,Not stated - birthplace for either or both parents not stated,TOT,213
128021609,Total,NA,3652
128021609,Both parents born overseas,TOT,676
128021609,Father only born overseas,TOT,313
128021609,Mother only born overseas,TOT,200
128021609,Both parents born in Australia,TOT,2365
128021609,Not stated - birthplace for either or both parents not stated,TOT,97
197979799,Total,NA,412
197979799,Both parents born overseas,TOT,166
197979799,Father only born overseas,TOT,17
197979799,Mother only born overseas,TOT,13
197979799,Both parents born in Australia,TOT,176
197979799,Not stated - birthplace for either or both parents not stated,TOT,42
206011105,Total,NA,25440
206011105,Both parents born overseas,TOT,10602
206011105,Father only born overseas,TOT,2031
206011105,Mother only born overseas,TOT,1560
206011105,Both parents born in Australia,TOT,9533
206011105,Not stated - birthplace for either or both parents not stated,TOT,1722
206011106,Total,NA,10962
206011106,Both parents born overseas,TOT,4554
206011106,Father only born overseas,TOT,927
206011106,Mother only born overseas,TOT,672
206011106,Both parents born in Australia,TOT,4091
206011106,Not stated - birthplace for either or both parents not stated,TOT,724
206011107,Total,NA,13737
206011107,Both parents born overseas,TOT,5980
206011107,Father only born overseas,TOT,966
206011107,Mother only born overseas,TOT,704
206011107,Both parents born in Australia,TOT,5183
206011107,Not stated - birthplace for either or both parents not stated,TOT,897
206011108,Total,NA,26166
206011108,Both parents born overseas,TOT,12315
206011108,Father only born overseas,TOT,2186
206011108,Mother only born overseas,TOT,1381
206011108,Both parents born in Australia,TOT,8872
206011108,Not stated - birthplace for either or both parents not stated,TOT,1407
206011109,Total,NA,9960
206011109,Both parents born overseas,TOT,3929
206011109,Father only born overseas,TOT,826
206011109,Mother only born overseas,TOT,535
206011109,Both parents born in Australia,TOT,4058
206011109,Not stated - birthplace for either or both parents not stated,TOT,611
206021110,Total,NA,8934
206021110,Both parents born overseas,TOT,2998
206021110,Father only born overseas,TOT,763
206021110,Mother only born overseas,TOT,575
206021110,Both parents born in Australia,TOT,4076
206021110,Not stated - birthplace for either or both parents not stated,TOT,523
206021111,Total,NA,24667
206021111,Both parents born overseas,TOT,8438
206021111,Father only born overseas,TOT,2207
206021111,Mother only born overseas,TOT,1460
206021111,Both parents born in Australia,TOT,10864
206021111,Not stated - birthplace for either or both parents not stated,TOT,1692
206021112,Total,NA,18466
206021112,Both parents born overseas,TOT,7450
206021112,Father only born overseas,TOT,1561
206021112,Mother only born overseas,TOT,1026
206021112,Both parents born in Australia,TOT,7128
206021112,Not stated - birthplace for either or both parents not stated,TOT,1298
206031113,Total,NA,14750
206031113,Both parents born overseas,TOT,5868
206031113,Father only born overseas,TOT,985
206031113,Mother only born overseas,TOT,694
206031113,Both parents born in Australia,TOT,6092
206031113,Not stated - birthplace for either or both parents not stated,TOT,1109
206031114,Total,NA,27487
206031114,Both parents born overseas,TOT,10055
206031114,Father only born overseas,TOT,1887
206031114,Mother only born overseas,TOT,1367
206031114,Both parents born in Australia,TOT,12397
206031114,Not stated - birthplace for either or both parents not stated,TOT,1775
206031115,Total,NA,10115
206031115,Both parents born overseas,TOT,5215
206031115,Father only born overseas,TOT,527
206031115,Mother only born overseas,TOT,398
206031115,Both parents born in Australia,TOT,2863
206031115,Not stated - birthplace for either or both parents not stated,TOT,1106
206031116,Total,NA,14250
206031116,Both parents born overseas,TOT,5505
206031116,Father only born overseas,TOT,1020
206031116,Mother only born overseas,TOT,654
